church_rate_total,church_rate_evang,church_rate_blackprot,church_rate_mainlineprot,church_rate_catholic,church_rate_orthodox,church_rate_other,church_rate_mormon,church_rate_muslim,state_abb,population_2010,county_fips,church_rate_baptist
539.16889,472.00889,0,54.1,7.53,0,5.53,0,5.53,"MS",55658,28073,454.54
716.82,468.8,105.87889,103.9,22.78,0,15.47,10.07,3.84,"MS",80261,28075,436.1278
697.26889,559.98,38.288889,73.25,1.7,0,24.05,0,23.82,"MS",12929,28077,543.82
556.05889,426.97,40.578889,46.42,37.81,0,4.28,4.28,0,"MS",23805,28079,380.7989
620.75,428.62889,39.21,119.09,24.5,0,9.31,8.72,0,"MS",82910,28081,347.7767
556.24,319.86,107.03,94.688889,19.178889,0,15.47,11.448889,0,"MS",32317,28083,274.0978
782.66889,641.09,53.828889,66.848889,11.608889,0,9.2888889,9.1788889,0,"MS",34869,28085,569.6978
667.16889,444.18889,104.12889,88.218889,20.828889,0,9.8,9,0,"MS",59779,28087,388.6289
522.14889,300.48,59.35,90.658889,55.06,1.42,15.178889,8.0388889,6.4688889,"MS",95203,28089,265.14
703.51889,547.84,41.938889,89.04,8.3388889,0,16.35,16.32,0,"MS",27088,28091,483.0389
482.29,302.42,117.17,55.57,7.11,0,.02888889,0,0,"MS",37144,28093,266.75
560.75889,405.55,29.898889,119.04,6.19,0,.08,0,0,"MS",36989,28095,328.9278
789.2,538.39889,81.56,163.75,5.49,0,0,0,0,"MS",10925,28097,518.26
620.1,472.83889,19.608889,95.87,23.28,0,8.49,8.1888889,0,"MS",29676,28099,415.93
579.33,483.24,31.678889,58.788889,5.57,0,.05,0,0,"MS",21720,28101,462.9389
496.75,231.18,185.71,74.318889,5.2,0,.35,0,0,"MS",11545,28103,233.3489
476.47,280.77889,40.53,118.65,25.57,0,10.948889,0,6.46,"MS",47671,28105,268.9678
598.96,332.43889,157.16889,98.158889,10.368889,0,.81,0,0,"MS",34707,28107,338.7
645.15889,477.39889,19.878889,34.35,73.06,0,40.478889,10.64,0,"MS",55834,28109,401.7078
527.75889,485.8,0,41.96,0,0,0,0,0,"MS",12250,28111,441.6289
630.95,448.5,72.89,64.768889,35.96,1.24,7.5988889,7.4688889,0,"MS",40404,28113,434.4089
662.17889,580.97,11.38,58.978889,10.848889,0,0,0,0,"MS",29957,28115,547.5489
709.84,566.30889,13.018889,111.60889,2.77,0,16.14,16.1,0,"MS",25276,28117,469.1778
824.14889,380.14889,162.34889,281.64889,0,0,0,0,0,"MS",8223,28119,394.3755
645.65889,505.23,20.218889,74.078889,28.92,0,17.21,11.83,0,"MS",141617,28121,395.76
677.33,518.19,20.17,103.59,35.38,0,0,0,0,"MS",28264,28123,492.2078
616.35,427.37889,78.93,102.93,7.12,0,0,0,0,"MS",4916,28125,395.6389
786.35,687.2,55.88,38.25,4.7988889,0,.22,0,0,"MS",27503,28127,664.77
369.89889,325.50889,11.338889,32.99,0,0,.05888889,0,0,"MS",16491,28129,294.2789
355.05,245.31,10.348889,60.048889,20.92,0,18.44,18.39,0,"MS",17786,28131,226.8678
365.69889,216.97889,73.068889,68.29,7.2,0,.17,0,0,"MS",29450,28133,225.5378
352.44889,249.63889,62.56,38.17,2.02,0,.07,0,0,"MS",15378,28135,206.66
603.72,432.98,91.84,48.328889,9,0,21.57,21.46,0,"MS",28886,28137,366.5778
660.35,560.45,0,88.658889,11.25,0,0,0,0,"MS",22232,28139,487.5889
520.08,421.88889,12.4,83.65,2.14,0,0,0,0,"MS",19593,28141,338.4878
173.68889,113.56,24.308889,35.718889,0,0,.08888889,0,0,"MS",10778,28143,73.95
860.58,679.91889,34.608889,124.53,14.67,0,6.8488889,6.8488889,0,"MS",27134,28145,627.2978
425.11,383.93,12.168889,15.74,13.268889,0,0,0,0,"MS",15443,28147,355.7589
649.30889,375.83889,84.488889,105.62889,57.178889,3.79,22.37,13.88,6.3088889,"MS",48773,28149,357.5278
649.1,387.06,154.49,57.45,37.02,0,13.08,10.81,0,"MS",51137,28151,388.0989
563.74,465.37,6.0188889,88.158889,4.15,0,.05,0,0,"MS",20747,28153,397.7378
705.94,585.1,30.238889,84.17,6.3388889,0,.1,0,0,"MS",10253,28155,533.59
502.73,326.57889,73.9,90.708889,11.438889,0,.1,0,0,"MS",9878,28157,270.61
778.36,501.08889,158.56,114.90889,3.7,0,.1,0,0,"MS",19198,28159,577.09
1055.6089,863.62,130.62,61.368889,0,0,0,0,0,"MS",12678,28161,829.0677
467.08889,276.95889,88.578889,72.4,27.76,0,1.3888889,0,0,"MS",28065,28163,253.8767
429.8,239.11,0,102.39,54.67,0,33.618889,32.84,0,"MO",25607,29001,90.56
324.79,168.12,0,128.50889,27.53,0,.64,0,0,"MO",17291,29003,125.4389
689.88889,274.57889,0,389.8,24.8,0,.7,0,0,"MO",5685,29005,98.85889
593.00889,342,40.89,121.31,74.43,0,14.38,14.14,0,"MO",25529,29007,225.8989
542.40889,390.62,0,39.718889,104.48,0,7.58,7.33,0,"MO",35597,29009,285.6978
536.12,362.6,0,144.49,18.14,0,10.89,0,0,"MO",12402,29011,175.46
519.38889,327.41,7.2688889,138.71889,24.87,0,21.12,0,0,"MO",17049,29013,177.6589
453.08889,328.13889,0,96.658889,18.89,0,9.39,0,0,"MO",19056,29015,175.43
393.43,229.38889,0,64.87,99.09,0,.08,0,0,"MO",12363,29017,173.1789
393.18889,197.9,4.3888889,100.04889,65.688889,1.34,23.808889,11.928889,3.69,"MO",162642,29019,89.06889
492.08889,277.70889,4.66,83.798889,100.15889,0,25.76,17.17,3.45,"MO",89201,29021,124.73
419.99,287.06889,12.848889,47.25,50.078889,0,22.738889,14.91,7.2,"MO",42794,29023,163.2289
445.25,272.81,0,142.08,11.038889,0,19.308889,0,0,"MO",9424,29025,231.96
353.29,200.8,6.8088889,81.84,49.468889,0,14.368889,11.008889,0,"MO",44332,29027,151.0589
387.37,245.41889,0,72.968889,44.32,0,24.66,20.448889,0,"MO",44002,29029,128.1989
768.82,480.95889,7,121.26889,147.5,.36,11.73,10.4,1.1888889,"MO",75674,29031,127.0789
749.75889,541.14889,13.018889,150.4,45.078889,0,.10888889,0,0,"MO",9295,29033,417.86
354.02889,304.06889,0,33.52,15.64,0,.8,0,0,"MO",6265,29035,219.1478
363.64889,229.62,.08,66.958889,63.34,0,3.65,0,0,"MO",99478,29037,162.4289
478.75889,346.94889,0,60.648889,16.448889,0,54.71,31.968889,0,"MO",13982,29039,178.6478
774.61,307.11,35.5,159.37,272.62889,0,0,0,0,"MO",7831,29041,172.9089
581.12889,498.68,0,47.34,34.99,0,.12,0,0,"MO",77422,29043,178.2189
472.75889,219.91889,0,219.21889,33.618889,0,0,0,0,"MO",7139,29045,172.71
474.36,252.11,.56,90.98,105.93,.2,24.57,16.858889,4.16,"MO",221939,29047,107.3889
511.35,222.96889,2.99,166.56,63.35,0,55.49,37.75,0,"MO",20743,29049,174.8989
695.84,302.69889,11.3,95.37,265.1,0,21.37,9.4488889,4.0488889,"MO",75990,29051,161.9789
542.75,291.06,12.73,109.76889,120.28,0,8.92,0,0,"MO",17601,29053,153.4
327.75,251.65889,0,29.84,45.92,0,.32,0,0,"MO",24696,29055,133.06
671.7,503.49,0,72.43,11.16,.38,84.23,84.23,0,"MO",7883,29057,343.8989
328.89889,281.45889,0,39.218889,7.69,0,.54,0,0,"MO",16777,29059,162.3089
667.73,460.68889,0,154.38889,10.91,0,41.74,41.618889,0,"MO",8433,29061,307.8389
285.68,157.22889,0,74.78,11.32,0,42.35,0,0,"MO",12892,29063,113.17
539.57,469.75889,0,29.32,29.12,0,11.368889,11.368889,0,"MO",15657,29065,355.3689
213.02,142.36,0,16.808889,17.898889,0,35.95,35.88,0,"MO",13684,29067,58.45889
517.7,410.73,9.6988889,46.57,50.7,0,0,0,0,"MO",31953,29069,310.0189
481.14889,223.91889,4.86,63.7,179.06,0,9.6188889,9.47,0,"MO",101492,29071,110.0178
588.49,290.56889,0,165.02,132.83,0,.07,0,0,"MO",15222,29073,156.8789
785.25,432.31889,0,266.39889,50.158889,0,36.358889,36.21,0,"MO",6738,29075,363.4589
521.63889,350.75889,2.27,91.76,55.578889,.44,20.828889,16.8,1.12,"MO",275174,29077,201.2878
901.96,625.37889,0,215.66889,32.06,0,28.85,28.85,0,"MO",10261,29079,449.7589
623.09,356.81889,0,215.36,15.3,0,35.608889,0,0,"MO",8957,29081,274.87
621.95,389.63889,8.1688889,120.68889,69.5,0,33.938889,25.73,0,"MO",22272,29083,326.0578
384.33889,274.12,0,86.318889,23.89,0,0,0,0,"MO",9627,29085,199.1289
747.35,380.89889,0,319.22,10.178889,0,37.048889,0,0,"MO",4912,29087,139.25
500.58889,219.24,11.83,179.81,77.878889,0,11.83,11.528889,0,"MO",10144,29089,113.17
421.62889,334.32889,4.5988889,33.508889,29.21,0,19.98,14.948889,0,"MO",40400,29091,209.6189
455.31889,379.20889,0,42.71,33.298889,0,.08888889,0,0,"MO",10630,29093,298.21
528.01889,229.00889,51.5,90.93,103,1.83,51.74,18.338889,3.88,"MO",674158,29095,132.0778
579.12,428.55,4.28,68.988889,51.31,0,26,20.828889,.51,"MO",117404,29097,193.8189
365.45889,186.74,2.27,31.62,139.41889,1.1888889,4.23,2.77,0,"MO",218733,29099,127.8
386.99,257.86,6.37,56.868889,34.508889,0,31.39,14.91,5.86,"MO",52595,29101,184.09
573.95,342.05,0,122.96889,108.93,0,0,0,0,"MO",4131,29103,213.02
524.75,405.12889,0,58.758889,41.828889,0,19.03,14.868889,0,"MO",35571,29105,213.54
639.04889,381.43889,22.8,141.61,41.28,0,51.92,40.978889,0,"MO",33381,29107,199.7289
610.13889,439.25,0,79.9,64.04,0,26.948889,23.398889,0,"MO",38634,29109,294.43
578.39889,412.58889,0,122.70889,43.09,0,0,0,0,"MO",10211,29111,301.73
304.45889,127.54889,0,68.938889,107.85889,0,.1,0,0,"MO",52566,29113,84.03889
676.50889,356.56,0,232.74,77.89,0,9.33,8.6988889,0,"MO",12761,29115,299.2689
717.13889,449.02889,7.9,162.49,71.87,0,25.858889,13.82,0,"MO",15195,29117,379.53
320.57889,237.27,0,44.28,24.558889,0,14.47,13.948889,0,"MO",23083,29119,155.0089
711.67889,554.09,7.9,117.31,11.56,0,20.808889,11.88,0,"MO",15566,29121,368.05
467.04,343.93889,0,71.9,35.658889,0,15.538889,15.538889,0,"MO",12226,29123,262.15
456.07889,287.05,0,76.938889,76.938889,0,15.15,0,0,"MO",9176,29125,221.56
598.37889,359.81889,4.2688889,120.64,94.54,0,19.108889,14.868889,0,"MO",28781,29127,171.05
710.16889,564.86,0,131.84,13.21,0,.26,0,0,"MO",3785,29129,460.7689
564.16889,359.87,0,34.788889,169.38889,0,.12,0,0,"MO",24748,29131,251.5389
442.25889,321.35,46.45,49.868889,24.588889,0,0,0,0,"MO",14358,29133,231.8578
606.77889,380.52889,0,98.738889,108.93,0,18.578889,18.578889,0,"MO",15607,29135,283.7789
703.04889,330.19889,13.8,252.25889,106.56,0,.23,0,0,"MO",8840,29137,201.36
462.49,219.18889,0,125.45,117.59889,0,.25,0,0,"MO",12236,29139,123.81
451.39889,286.25889,0,102.93889,62.14,0,.05,0,0,"MO",20565,29141,194.65
517.99,390.95889,25.898889,32.39,68.738889,0,0,0,0,"MO",18956,29143,317.7389
477.38889,387.12,0,57.03,17.288889,0,15.948889,13.42,0,"MO",58114,29145,280.22
527.80889,182.24,0,178.78,145.61,0,21.178889,12.97,0,"MO",23370,29147,108.2189
461.62889,416.97,0,32.17,12.5,0,0,0,0,"MO",10881,29149,351.1589
710.69,137.99,0,31.628889,525.87,0,15.198889,5.12,0,"MO",13878,29151,66.07889
204.46,139.05,0,49.57,15.528889,0,.31,0,0,"MO",9723,29153,32.69889
610.62889,506.38889,38.148889,51.648889,14.368889,0,.05,0,0,"MO",18296,29155,399.92
655.47,273.42,0,16.178889,365.81889,0,.05,0,0,"MO",18971,29157,72.53
594.88889,383.32889,6.4,117.45889,68.768889,0,18.928889,14.48,0,"MO",42201,29159,258.87
413.51889,294.67,0,38.25,51.688889,0,28.92,17.85,6.82,"MO",45156,29161,140.1589
540.34,355.63889,16.26,100.82889,67.51,0,.10888889,0,0,"MO",18516,29163,292.72
362.50889,118.21889,2.0688889,92.708889,127.4,0,22.1,21.928889,0,"MO",89322,29165,64.59
390.75889,307.18889,0,62.978889,20.328889,0,.26,0,0,"MO",31137,29167,179.59
359.63889,303.43889,3.44,18.73,8.65,0,25.39,25.078889,0,"MO",52274,29169,225.0089
504.51889,432.00889,0,59.45,13.05,0,0,0,0,"MO",4979,29171,226.75
399.04,239.00889,0,125.31,34.718889,0,0,0,0,"MO",10167,29173,220.81
560.44,363.06889,19.67,96.95,64.298889,0,16.448889,16.328889,0,"MO",25414,29175,182.58
393.58889,284.75,10.47,78.28,12.39,0,7.7,0,0,"MO",23494,29177,208.78
539.58,485.66,0,20.76,12.4,0,20.76,0,0,"MO",6696,29179,433.54
259.93,213.9,12.91,18.37,14.75,0,0,0,0,"MO",14100,29181,132.8378
517.34,200.31,1.1288889,67.718889,237.28,0,10.9,9.0988889,0,"MO",360485,29183,63.74
463.23,376.75,0,78.328889,8.16,0,0,0,0,"MO",9805,29185,296.6889
513.97,152.37889,0,6.94,354.58889,0,.05888889,0,0,"MO",18145,29186,127.09
439.68,331.97,0,48.288889,45.758889,.61,13.05,10.788889,0,"MO",65359,29187,205.7289
516.61,162.78,9.38,74.48,230.72889,2.04,37.188889,7.28,1.91,"MO",998954,29189,54.43
552.12,295.37889,23.41,127.98,85.958889,0,19.378889,11.13,0,"MO",23370,29195,175.4789
478,421.8,0,55.968889,0,0,.23,0,0,"MO",4431,29197,158.43
293.20889,138.13889,0,129.66889,25.398889,0,0,0,0,"MO",4843,29199,79.07889
594.90889,332.13889,9.0288889,64.348889,166.65,0,22.73,12.758889,7.86,"MO",39191,29201,201.5989
241.56,173.08,0,41.82,4.98,0,21.678889,21.678889,0,"MO",8441,29203,116.93
685.71,502.89889,0,97.438889,85.358889,0,0,0,0,"MO",6373,29205,214.9689
326.05,242.78889,6.04,52.32,20.358889,0,4.54,0,0,"MO",29968,29207,147.99
279.3,190.49,0,38.32,50.31,0,.19,0,0,"MO",32202,29209,135.8578
426.56889,338.39889,0,40.07,47.658889,0,.45,0,0,"MO",6714,29211,189.75
382.81889,267,0,41.82,41.32,0,32.688889,29.82,0,"MO",51675,29213,145.24
562.21,505.18889,0,31.03,12.15,0,13.84,13.84,0,"MO",26008,29215,353.9689
468.93,342.17,0,76.468889,25.62,0,24.67,18.238889,0,"MO",21159,29217,208.47
372.70889,154.43,0,101.04,101.12889,0,16.12,15.99,0,"MO",32513,29219,47.58
255.77,157.21,7.2988889,23.178889,67.75,0,.32,0,0,"MO",25195,29221,97.94889
291.76889,234.88889,0,45.408889,11.39,0,.07,0,0,"MO",13521,29223,110.42
539.72,455.97,0,56.21,13.92,.05888889,13.56,13.31,0,"MO",36202,29225,237.72
808.84,585.90889,0,222.93889,0,0,0,0,0,"MO",2171,29227,342.6989
600.04889,537.65889,0,27.05,16.16,0,19.19,19.19,0,"MO",18815,29229,392.0778
461.5,105.43,108.25,54.89,153.50889,8.6188889,30.788889,2.1488889,10.508889,"MO",319294,29510,123.1567
318.51889,98.53,0,35.908889,70.298889,0,113.78,113.67,0,"MT",9246,30001,4.76
653.55889,137.58,0,55.27,396.57889,0,64.128889,62.34,0,"MT",12865,30003,43.44889
608.23,89.658889,0,94.438889,397.47,0,26.648889,25.878889,0,"MT",6491,30005,10.16889
299.88889,83.39,0,75.2,69.488889,0,71.81,70.738889,0,"MT",5612,30007,29.21889
412.18,73.818889,0,102.9,195.18,0,40.288889,39.688889,0,"MT",10078,30009,11.00889
406.02889,162.93,0,85.34,83.62,0,74.14,74.14,0,"MT",1160,30011,23.28
376.37,134.86,.9,70.568889,115.28,.98,53.78,50.718889,0,"MT",81327,30013,12.26
856.17889,91.17,0,145.18889,590.91889,0,28.898889,28.73,0,"MT",5813,30015,14.61889
457.81889,136.25,0,145.22889,135.05,0,41.288889,41.03,0,"MT",11699,30017,24.18889
989.72,726.44,0,20.558889,242.71889,0,0,0,0,"MT",1751,30019,0
620.34,250.28,0,103.39,220.61,0,46.06,45.84,0,"MT",8966,30021,8.25
450.42,59.148889,0,51.95,279.62889,0,59.688889,58.288889,0,"MT",9298,30023,32.47889
626.29889,131.83,0,337.01889,157.43889,0,0,0,0,"MT",2890,30025,54.68
489.12,147.41889,0,132.49,168.65,0,40.57,40.39,0,"MT",11586,30027,10.26889
323.94889,170.94889,.16,50.52,54.25,0,48.06,44.108889,0,"MT",90928,30029,18.74
322.98,135.15889,1.34,65.158889,71.5,.56,49.258889,40.02,3.44,"MT",89513,30031,10.17889
365.67,96.188889,0,130.18,91.208889,0,48.09,48.09,0,"MT",1206,30033,34.82889
696.76889,63.508889,0,57.538889,552.27889,0,23.428889,21.94,0,"MT",13399,30035,11.64
245.47889,36.2,0,26.018889,183.25889,0,0,0,0,"MT",884,30037,36.2
236.12,24.358889,0,31.5,81.2,0,99.06,98.408889,0,"MT",3079,30039,0
377.42,100.34,0,126.68,113.06889,0,37.34,36.718889,0,"MT",16096,30041,8.95
222.34,64.438889,0,20.518889,86.798889,0,50.59,38.928889,0,"MT",11406,30043,21.12889
583.00889,29.92,0,79.628889,472.00889,0,1.45,0,0,"MT",2072,30045,2.41
392.79,95.908889,0,69.048889,177.41889,0,50.408889,49.218889,0,"MT",28746,30047,5.25
386.82889,116.29,0,80.98,138.81,.24,50.508889,46.77,0,"MT",63395,30049,23.39
528,193.24,0,60.71,250.11,0,23.94,23.94,0,"MT",2339,30051,0
328.24,190.47889,0,54.1,33.02,0,50.64,49.828889,0,"MT",19687,30053,56.22889
570.92889,72.09,0,325.83889,173.00889,0,0,0,0,"MT",1734,30055,58.24889
249.63889,51.358889,0,66.958889,78.01,0,53.31,52.92,0,"MT",7691,30057,13.91
278.68889,55.53,0,65.568889,132.21,0,25.378889,25.378889,0,"MT",1891,30059,20.62
213.83,96.14,0,31.968889,35.52,0,50.2,49.49,0,"MT",4223,30061,1.178889
285.27889,81.76,0,58.64,89.658889,1.1,54.13,44.64,0,"MT",109299,30063,7.968889
332.52889,55.75,0,51.118889,165.49,0,60.158889,59.5,0,"MT",4538,30065,18.28889
295.41,78.408889,0,78.98,96.188889,0,41.828889,40.928889,0,"MT",15636,30067,7.988889
319.83889,0,0,0,319.83889,0,0,0,0,"MT",494,30069,0
506.93889,140.61,0,179.4,154.00889,0,32.92,32.45,0,"MT",4253,30071,15.51889
487.24,226.22889,0,69.878889,146.27,0,44.858889,44.858889,0,"MT",6153,30073,21.44889
377.50889,41.88,0,101.54889,215.15,0,18.928889,18.358889,0,"MT",1743,30075,0
240.63889,81.68,0,15.938889,61.898889,0,81.12,61.758889,0,"MT",7027,30077,17.64889
426.62889,117.04889,0,162,147.58,0,0,0,0,"MT",1179,30079,0
291.18,107.37889,0,62.718889,55.328889,0,65.75,64.81,0,"MT",40212,30081,27.53
579.92889,174.33,0,218.03889,157.90889,0,29.648889,29.448889,0,"MT",9746,30083,12.61889
628.38889,86.518889,0,213.71889,227.81889,0,100.34,86.14,0,"MT",10425,30085,16.02
556.04889,186.18,0,23.608889,278.67,0,67.578889,65.738889,0,"MT",9233,30087,57.50889
234.21,116.79889,0,39.17,30.67,0,47.578889,47.31,0,"MT",11413,30089,8.32
1086.88,401.6,0,428.18889,231.68,0,25.41,25.41,0,"MT",3384,30091,6.798889
423.70889,54.42,0,46.548889,264.62,5.8488889,52.28,50.468889,0,"MT",34200,30093,18.77889
248.33,74.81,0,72.938889,75.458889,0,25.12,25.01,0,"MT",9117,30095,39.27
306.22,77.51,0,157.75889,40.538889,0,30.398889,30.398889,0,"MT",3651,30097,14.51889
628.19,156.27,0,201.87889,181.12889,0,88.92,88.59,0,"MT",6073,30099,29.30889
469.19889,77.01,0,217.12889,122.09,0,52.968889,52.968889,0,"MT",5324,30101,46.96
615.6,103.06,0,116.98889,395.54,0,0,0,0,"MT",718,30103,19.5
466.81889,89.968889,0,211.96889,137.06,0,27.82,27.14,0,"MT",7369,30105,19.80889
447.42,113.46889,0,192.8,92.25,0,48.89,48.428889,0,"MT",2168,30107,0
880.03889,126.84,0,101.28,651.91889,0,0,0,0,"MT",1017,30109,0
391.31889,140.87,.83,80.56,115.93,.68,52.45,48.25,.17,"MT",147972,30111,20.10667
0,0,0,0,0,0,0,0,0,"MT",0,30113,0
593.03889,203.58,2.3588889,214.55,155.62,0,16.928889,16.71,0,"NE",31364,31001,6.628889
743.89889,232.31,0,171.87889,311.43889,0,28.268889,0,0,"NE",6685,31003,0
682.61,0,0,682.61,0,0,0,0,0,"NE",460,31005,682.61
113.04,89.858889,0,23.19,0,0,0,0,0,"NE",690,31007,0
682.00889,502.08889,0,179.91889,0,0,0,0,0,"NE",478,31009,0
785.28889,56.31,0,377.11,351.86,0,0,0,0,"NE",5505,31011,15.43889
492.38889,102.23,0,164.4,203.47889,0,22.288889,22.198889,0,"NE",11308,31013,6.54
811.82,350.17,0,202.94889,258.68889,0,0,0,0,"NE",2099,31015,0
672.17889,303.01889,0,241.65,127.18889,0,.32,0,0,"NE",3145,31017,0
597.88889,180.31889,0,206.16889,196.15,1.95,13.3,12.73,0,"NE",46102,31019,35.85889
744.97,261.58889,0,379.56,103.81889,0,0,0,0,"NE",6858,31021,88.79778
621.79889,91.238889,0,95.29,435.25889,0,0,0,0,"NE",8395,31023,2.98
346.74,74.718889,0,158.75,101.29889,0,11.96,11.73,0,"NE",25241,31025,6.02
843.64889,34.118889,0,269.43,539.42889,0,.68,0,0,"NE",8852,31027,0
679.52889,336.36,0,177.25889,165.90889,0,0,0,0,"NE",3966,31029,5.04
473.31,177.49,0,133.19889,140.03,0,22.578889,21.53,0,"NE",5713,31031,14.88
595.32,148.12889,0,257.14889,150.03,0,40.008889,39.81,0,"NE",9998,31033,5.9
620.75889,155,0,333.68889,132.06889,0,0,0,0,"NE",6542,31035,0
599.89889,60.578889,0,115.45,423.87,0,0,0,0,"NE",10515,31037,0
895.83,325.42,0,155.27,414.70889,0,.44,0,0,"NE",9139,31039,10.93889
522.62889,159.15889,0,274.43,73.958889,0,15.08,14.9,0,"NE",10939,31041,43.15
490.33889,92.31,0,164.24,218.88889,0,14.9,0,14.66,"NE",21006,31043,3.71
455.88889,127.75,0,157.91889,131.24,0,38.99,24.828889,0,"NE",9182,31045,33.32889
625.62889,157.9,0,232.25889,203.43889,0,32.02,19.358889,12.66,"NE",24326,31047,12.91
621.33,232.34889,0,280.77889,108.18889,0,0,0,0,"NE",1941,31049,0
628.33,169.33,0,296.32889,162.5,0,.17,0,0,"NE",6000,31051,0
496.52889,193.37,0,237.58,46.28,0,19.3,14.038889,0,"NE",36691,31053,16.76
531.75889,125.31,24.488889,100.76,239.71889,1.61,39.858889,13.8,8.9288889,"NE",517110,31055,39.58889
550.29889,21.91,0,461.16,67.23,0,0,0,0,"NE",2008,31057,21.91
748.04889,121.73,0,381.49,244.81889,0,0,0,0,"NE",5890,31059,0
708.84,111.01,0,530.85,66.98,0,0,0,0,"NE",3225,31061,0
658.55889,173.08,0,441.22,43.538889,0,.73,0,0,"NE",2756,31063,0
861.46,318.41,0,396.05,147.00889,0,0,0,0,"NE",4959,31065,101.4289
705.97,215.31889,0,405.54,73.098889,0,12.008889,11.83,0,"NE",22311,31067,10.8
514.34,68.548889,0,338.83889,106.95,0,0,0,0,"NE",2057,31069,0
848.22,335.29,0,268.91,244.02,0,0,0,0,"NE",2049,31071,124.45
777.88889,573.38889,0,167.81,36.688889,0,0,0,0,"NE",2044,31073,0
705.21,157.97889,0,371.33889,97.718889,0,78.18,74.92,0,"NE",614,31075,0
792.36,93.378889,0,220.65,478.32889,0,0,0,0,"NE",2538,31077,0
587.49,190.3,0,169.41889,205.38889,.51,21.87,18.39,0,"NE",58607,31079,5.337778
614.86,196.3,0,323.87,64.768889,0,29.92,27.398889,0,"NE",9124,31081,9.858889
513,199.81889,0,240.71889,72.45,0,0,0,0,"NE",3423,31083,0
166.49,108.57889,0,57.908889,0,0,0,0,0,"NE",967,31085,93.06889
616.57,266.50889,0,249.65889,100.40889,0,0,0,0,"NE",2908,31087,0
692.09,224.05,0,163.49,291.70889,0,12.84,12.84,0,"NE",10435,31089,4.018889
592.38889,184.78,0,312.5,95.108889,0,0,0,0,"NE",736,31091,0
549.09,169.43,0,145.68,233.81889,0,.16,0,0,"NE",6274,31093,28.69
729.42889,252.41889,0,371.67,105.20889,0,.13,0,0,"NE",7547,31095,29.94889
696.37889,245.53889,0,156.40889,289.06,0,5.37,0,0,"NE",5217,31097,0
655.41889,206.65889,0,379.72,68.73,0,.31,0,0,"NE",6489,31099,0
643.51889,280.35,0,192.52,155.34889,0,15.3,0,0,"NE",8368,31101,58.55778
567.96,368.93,0,199.03,0,0,0,0,0,"NE",824,31103,0
380.00889,106.25,0,195.24,78.51,0,0,0,0,"NE",3821,31105,6.018889
768.19,133.09,0,390.06889,244.56889,0,.46,0,0,"NE",8701,31107,0
468.89889,133.28889,1.29,162.58,149.28889,.86,21.588889,11.8,2.16,"NE",285407,31109,10.11889
557.92889,153.59889,0,179.69889,192.43,0,32.188889,28,0,"NE",36288,31111,40.09
568.80889,0,0,108.78,460.02889,0,0,0,0,"NE",763,31113,0
126.57889,126.57889,0,0,0,0,0,0,0,"NE",632,31115,0
224.49,111.31889,0,113.17,0,0,0,0,0,"NE",539,31117,0
778.15889,349.89889,0,138.91889,268.49,0,20.85,11.84,8.83,"NE",34876,31119,19.58889
551.82,136.27,0,294.32889,120.84,0,.38,0,0,"NE",7845,31121,16.56889
494.63889,255.44889,0,116.03,109.07889,13.88,.2,0,0,"NE",5042,31123,24
604.01889,59.968889,0,202.13889,341.37,0,.54,0,0,"NE",3735,31125,0
944.95,171.5,0,337.88889,434.6,0,.97,0,0,"NE",7248,31127,2.35
654.44,179.56,0,310,164.21889,0,.67,0,0,"NE",4500,31129,21.10889
723.50889,50.64,0,416.06889,222.11,0,34.688889,21.858889,0,"NE",15740,31131,9.398889
677.61,165.15889,0,260.37,250.99,0,1.08,0,0,"NE",2773,31133,0
803.37,296.3,0,237.03889,270.02889,0,0,0,0,"NE",2970,31135,0
686.44,339.68,0,275.89889,57.358889,0,13.5,13.278889,0,"NE",9188,31137,38.75
785.58,397.32889,0,230.25,158,0,0,0,0,"NE",7266,31139,0
826.47,258.31,0,130.71889,420.11,0,17.338889,11.448889,0,"NE",32237,31141,16.55778
564.37,133,0,282.27889,149.09,0,0,0,0,"NE",5406,31143,33.29889
772.32,201.36,0,199.55,342.56,0,28.858889,28.858889,0,"NE",11055,31145,8.41
633.26889,158.08,0,276.45889,198.49,0,.24,0,0,"NE",8363,31147,7.058889
469.19889,43.25,0,360.42,65.53,0,0,0,0,"NE",1526,31149,0
518.16889,151.19889,0,205.77,148.65889,0,12.538889,12.038889,0,"NE",14200,31151,.77
418.01889,124.25,0,58.538889,214.41889,1.3988889,19.398889,19.078889,0,"NE",158840,31153,26.76778
590.65889,82.628889,0,220.4,282.29,0,5.3388889,4.91,0,"NE",20780,31155,8.66
501.35,198.46,0,114.84889,163.27,0,24.78,20.39,0,"NE",36970,31157,19.09
685.07,406.87,0,159.03889,118.98889,0,.18,0,0,"NE",16750,31159,0
451.81889,154.68889,0,200.03889,73.14,0,23.948889,22.858889,0,"NE",5469,31161,19.01889
744.28889,138.63889,0,117.06889,488.57889,0,0,0,0,"NE",3152,31163,10.78889
214.34,34.32,0,103.73889,76.28,0,0,0,0,"NE",1311,31165,0
359.43889,173.93,0,127.09889,58.25,0,.16,0,0,"NE",6129,31167,0
984.7,425.39889,0,473.22,86.068889,0,0,0,0,"NE",5228,31169,0
