church_rate_total,church_rate_evang,church_rate_blackprot,church_rate_mainlineprot,church_rate_catholic,church_rate_orthodox,church_rate_other,church_rate_mormon,church_rate_muslim,state_abb,population_2010,county_fips,church_rate_baptist
422.08889,296.27889,0,117.67,7.92,0,.22,0,0,"IN",27636,18179,14.86889
442.43889,145.4,0,196.4,100.39,0,.24,0,0,"IN",24643,18181,67.63889
373,195.03,0,104.85889,63.678889,0,9.4288889,9.4,0,"IN",33292,18183,2.22
504.04,216.09,0,231.84,56.108889,0,0,0,0,"IA",7682,19001,3.778889
350.20889,53.358889,0,234.8,61.798889,0,.25,0,0,"IA",4029,19003,0
645.71,35.868889,0,333.91,239.08,0,36.85,0,0,"IA",14330,19005,12.56
394.50889,130.28889,0,171.09889,84.89,0,8.23,8.07,0,"IA",12887,19007,5.28
788.2,194.47889,0,488.14889,105.56889,0,0,0,0,"IA",6119,19009,0
530.13889,194.43,0,170,161.11,0,4.5988889,4.49,0,"IA",26076,19011,1.148889
542.69,111.2,69.54,190.3,152.93889,.46,18.25,7.4,7.0488889,"IA",131090,19013,84.33667
532.5,130.62,0,252.78889,122.14,0,26.948889,11.21,0,"IA",26306,19015,15.51
702.41889,126.87,0,464.41,105.37,0,5.7688889,5.36,0,"IA",24276,19017,18.24889
635.17889,146.53,0,240.66889,247.68889,0,.29,0,0,"IA",20958,19019,14.41
625.01889,191.40889,0,259.27889,157.65,0,16.678889,16.088889,0,"IA",20260,19021,18.40778
706.87,147.37,12.31,508.85,38.34,0,0,0,0,"IA",14867,19023,22.05889
887.49,168.05,0,525.44,162.15,0,31.85,0,31.85,"IA",9670,19025,17.05889
880.80889,160.25889,0,137.38889,573.74,0,9.42,9.3688889,0,"IA",20816,19027,0
614.64889,171.11,0,323.44889,100.53,0,19.558889,19.558889,0,"IA",13956,19029,3.65
432.45889,53.35,0,283.8,95.09,0,.22,0,0,"IA",18499,19031,1.84
678.22,155.62889,0,344.98,151.12,4.53,21.968889,10.868889,6.98,"IA",44151,19033,11.04889
656.88889,179.16889,0,291.33889,170.56,0,15.82,0,0,"IA",12072,19035,11.50889
770.96,82.64,0,342.79,345.44889,0,.08,0,0,"IA",12439,19037,28.22
486.22,160.78,0,205.78889,58.798889,0,60.84,43.828889,0,"IA",9286,19039,4.63
712.19,184.74,0,358.55,149.09889,0,19.8,18.358889,0,"IA",16667,19041,5.28
685.7,64.76,0,367.14889,240,0,13.788889,0,0,"IA",18129,19043,0
526.2,105.60889,2.48,206.34889,190.15889,0,21.6,12.338889,6.2688889,"IA",49116,19045,13.20889
652.54889,355.45889,0,111.71889,163.25,0,22.108889,0,0,"IA",17096,19047,18.01889
559.34,143.52,0,287.58889,116.93,0,11.3,11.08,0,"IA",66135,19049,5.2
483.61,239,0,231.91889,12.678889,0,0,0,0,"IA",8753,19051,0
335.81889,163.53,0,74.488889,23.058889,0,74.73,0,0,"IA",8457,19053,37.13
701.01889,42.5,0,226.08,421.86,0,10.58,10.528889,0,"IA",17764,19055,0
435.82889,104.43,3.92,199.15889,112.10889,0,16.218889,11.48,0,"IA",40325,19057,31.18
751.05889,121.73889,0,368.50889,260.38889,0,.42,0,0,"IA",16667,19059,5.4
683.75889,59.928889,0,79.62,533,.75,10.448889,5.82,3.29,"IA",93653,19061,3.7
743.84,84.26,0,502.91,156.46889,0,.19,0,0,"IA",10302,19063,8.74
699.42889,88.79,0,404.12,192.47889,0,14.028889,13.89,0,"IA",20880,19065,22.26889
588.53889,76.98,0,322.38889,188.91889,0,.25,0,0,"IA",16303,19067,16.07
646.25,126.4,0,401.97,105.70889,0,12.168889,12.168889,0,"IA",10680,19069,21.90889
422.93,70.29,0,277.37889,75.26,0,0,0,0,"IA",7441,19071,31.57889
562.65889,151.46,0,300.01889,94.26,0,16.92,0,0,"IA",9336,19073,38.67
608.45,138.68,0,384.32889,85.438889,0,0,0,0,"IA",12453,19075,0
497.72,108.81889,0,241.28,147.53,0,.08888889,0,0,"IA",10954,19077,0
625.01889,187.52,0,345.94889,91.43,0,.13,0,0,"IA",15673,19079,28.32889
670.22,234.11,0,308.79,127.32889,0,0,0,0,"IA",11341,19081,0
669.89889,218.65889,0,400.64889,50.358889,0,.23,0,0,"IA",17534,19083,52.01778
525.86,133.16889,0,172.62889,131.9,0,88.158889,24.788889,0,"IA",14928,19085,3.62
462.75,127.67,0,264.77889,53.858889,0,16.428889,10.13,0,"IA",20145,19087,17.22
831.07,115.40889,0,304.62,410.82889,0,.21,0,0,"IA",9566,19089,3.24
781.55889,177.37889,0,469.99,134.18,0,0,0,0,"IA",9815,19091,18.43778
842.28889,286.22,0,416.69889,139.37,0,0,0,0,"IA",7089,19093,15.79889
580.5,262.73,0,156.59,160.99,0,.18,0,0,"IA",16355,19095,7.088889
597.84,12.598889,0,234.33,344.76889,0,6.15,0,0,"IA",19848,19097,4.99
437.73,140.40889,0,214.86,65.98,0,16.48,7.79,0,"IA",36842,19099,6.79
373.32889,101.87889,0,167.00889,60.56,0,43.88,20.358889,0,"IA",16843,19101,16.13889
353.58889,78.108889,1.36,124.62,119.89,.92,28.698889,13.39,2.35,"IA",130882,19103,7.617778
479.69889,54.368889,0,257.19889,167.8,0,.34,0,0,"IA",20638,19105,9.777778
420.31889,28.828889,0,240.8,150.50889,0,.19,0,0,"IA",10511,19107,10.66
894.15889,195.84,0,265.06889,433.18889,0,.05888889,0,0,"IA",15543,19109,7.59
502.37,115.35889,0,188.63889,178.15889,0,20.218889,13.358889,0,"IA",35862,19111,30.66889
528.25889,138.15889,2.0488889,168.16889,193.77,2.58,23.518889,9.2688889,6.7,"IA",211226,19113,8.16
341.26889,77.28,0,220.68889,43.288889,0,0,0,0,"IA",11387,19115,17.73889
445.93889,177.68,0,182.06,68.218889,0,17.98,0,0,"IA",8898,19117,30.67889
871.34,275.70889,0,486.23,109.31889,0,.08888889,0,0,"IA",11581,19119,36.60889
383.94889,116.71889,0,207.09,51.658889,0,8.48,8.42,0,"IA",15679,19121,32.71889
443.72,180.46889,0,200.93,46.468889,0,15.858889,8.58,0,"IA",22381,19123,5.178889
602.36,166.11,0,352.73,71.09,1.1988889,11.23,6.36,0,"IA",33309,19125,28.1
537.22,126.37889,0,215.31,181.16889,0,14.368889,9.91,0,"IA",40648,19127,30.52889
390.19889,69.858889,0,206.71889,86,0,27.62,27.558889,0,"IA",15059,19129,39.38
670.19,138.36,0,312.55,218.72889,0,.56,0,0,"IA",10776,19131,15.4
588.54889,185.43889,0,272.42,130.59,0,.10888889,0,0,"IA",9243,19133,0
477.04,65.238889,0,213.05,198.62,0,.13,0,0,"IA",7970,19135,16.69
529.04889,108.37889,0,364.33889,56.328889,0,0,0,0,"IA",10740,19137,10.24
411.81,76.31,0,176.43889,143.16889,0,15.88,12.768889,0,"IA",42745,19139,8.347777
767.19,280.31889,0,390.47,96.4,0,0,0,0,"IA",14398,19141,0
717.26889,145.15889,0,442.89889,129.21889,0,0,0,0,"IA",6462,19143,0
579.96,182.15,0,308.75,48.578889,0,40.478889,28.558889,0,"IA",15932,19145,33.82889
769.55889,153.27,0,319.29,297,0,0,0,0,"IA",9421,19147,0
737.12889,117.82889,0,277.63889,341.35,0,.32,0,0,"IA",24986,19149,3.24
621.75,20.788889,0,365.52889,235.43,0,0,0,0,"IA",7310,19151,3.278889
449.93889,124.98,12.25,143.56,145.99,1.5,21.67,8.88,4,"IA",430640,19153,22.73889
388.68889,122.04,0,144.15889,96.04,.86,25.588889,19.01,0,"IA",93158,19155,6.42
486.93889,141.8,0,259.32889,85.39,0,.42,0,0,"IA",18914,19157,12.74
618.00889,140.90889,0,426.23,20.07,0,30.788889,0,0,"IA",5131,19159,59.43889
753.52889,239.52,0,269.56889,244.34889,0,.1,0,0,"IA",10350,19161,3.29
480.56889,116.23889,12.46,151.5,184.65,0,15.72,6.19,1.86,"IA",165224,19163,25.34
742.25,274.83889,0,167.09,284.69889,0,15.618889,0,0,"IA",12167,19165,41.82889
853.78889,385.35,0,395.08889,73.31,0,.02888889,0,0,"IA",33704,19167,9.26
490.94889,158.94889,0,210.08,98.56,.23,23.128889,10.268889,3.44,"IA",89542,19169,14.00889
483.02889,40.92,0,294.52889,147.12889,0,.45,0,0,"IA",17767,19171,0
564.83,87.068889,0,408.11,38.63,0,31.03,31.03,0,"IA",6317,19173,111.28
419.89889,80.98,0,233.91889,92.31,0,12.688889,0,0,"IA",12534,19175,33.51
400.39889,182.96,0,186.38889,31.038889,0,0,0,0,"IA",7570,19177,1.98
396.97,174.03889,3.3988889,111.57889,93.328889,0,14.618889,13.778889,0,"IA",35625,19179,16.25
396.37,91.34,0,197.36,100.51,0,7.16,3.6088889,0,"IA",46225,19181,7.858889
574.32,191.21,0,192.12889,182.27,0,8.71,8.4288889,0,"IA",21704,19183,19.22
500.23,165.24,0,298.3,11.868889,0,24.828889,0,0,"IA",6403,19185,94.79889
645.90889,185.66889,3.47,247.65,185.62,0,23.488889,12.71,0,"IA",38013,19187,18.92889
826.34,84.39,0,666.94,74.54,0,.46,0,0,"IA",10866,19189,17.29778
815.62889,23.75,0,489.55,299.52889,0,2.7988889,0,0,"IA",21056,19191,4.788889
591.38889,167.96889,1.23,173.36,222.49,4.4,21.92,12.258889,3.0088889,"IA",102172,19193,11.16
728.09,81.73,0,595.02889,51.328889,0,0,0,0,"IA",7598,19195,23.94889
671.77889,159.87889,0,362.54,149.06889,0,.3,0,0,"IA",13229,19197,5.518889
628.75,218.83,13.688889,243.36,107.7,0,45.17,31.64,0,"KS",13371,20001,122.4278
527.02889,186.87,0,123.54889,216.49,0,.12,0,0,"KS",8102,20003,65.29
539.47,146.59889,7.2688889,213.9,160.71889,0,10.99,0,0,"KS",16924,20005,27.58889
630.12,219.09,0,210.86,199.75,0,.41,0,0,"KS",4861,20007,49.57889
689.30889,173.56,4.44,160.97889,336.06,0,14.268889,14.088889,0,"KS",27674,20009,51.08
534.37,195.02,24.648889,181.96889,105.45,0,27.288889,9.49,0,"KS",15173,20011,92.59889
538.36,97.06,12.42,312.8,90.14,0,25.94,24.738889,0,"KS",9984,20013,107.4689
422.50889,160.87,0,134.58,118.4,0,8.67,5.36,0,"KS",65880,20015,80.78889
490.68,228.66889,0,121.85889,139.78,0,.36,0,0,"KS",2790,20017,120.79
458.16,146.62889,0,303.35,8.1788889,0,0,0,0,"KS",3669,20019,260.01
558.35,265.66,1.1588889,114.01,171.27,0,6.25,0,0,"KS",21603,20021,158.1189
546.96,84.37,0,394.35,68.23,0,0,0,0,"KS",2726,20023,19.07889
616.25,296.16,0,207.21889,112.87,0,0,0,0,"KS",2215,20025,18.51
589.22,212.88889,0,310.49,65.73,0,.12,0,0,"KS",8535,20027,58.10889
556.27889,107,0,229.09889,198.68,0,21.5,21.5,0,"KS",9533,20029,46.15889
504.70889,203.69889,0,215.09,72.078889,0,13.84,13.598889,0,"KS",8601,20031,87.89889
706.5,307.24,0,363.82889,35.428889,0,0,0,0,"KS",1891,20033,146.4878
482.19889,204.31889,14.428889,180.77,68.848889,0,13.83,12.698889,0,"KS",36311,20035,114.9978
474.75,181.61,0,121.15,153.31889,0,18.678889,13.358889,1.28,"KS",39134,20037,37.58889
895.30889,321.50889,0,458.29,115.5,0,0,0,0,"KS",2961,20039,52.35
460.72,138.86,0,216.61,104.98889,0,.25,0,0,"KS",19754,20041,27.48889
473.50889,177.59889,18.12,176.21,78.408889,0,23.16,0,0,"KS",7945,20043,130.14
312.05,100.54,2.68,97.03,83.4,.42,27.988889,15.46,2.7788889,"KS",110826,20045,22.35
717.80889,107.67,0,250.25,359.24,0,.66,0,0,"KS",3037,20047,16.46
374.38889,113.45889,0,243.58,17.35,0,0,0,0,"KS",2882,20049,70.43889
572.58,67.31,0,116.37,365.11,0,23.788889,12.13,10.83,"KS",28452,20051,15.56889
508.85,198.86,0,188.55,121.43889,0,0,0,0,"KS",6497,20053,24.78
501.57889,161.68,5.4688889,99.108889,192.08,.95,42.28,19.198889,8.38,"KS",36776,20055,32.10889
662.85,193.93,0,70.43,371.37,0,27.12,17.788889,9.0988889,"KS",33848,20057,22.48889
381.26889,138.12,7.62,156.55,51.938889,0,27.05,19.39,0,"KS",25992,20059,74.37
382.98,175.31,23.46,82.01,39.428889,0,62.77,44.09,17.928889,"KS",34362,20061,96.96778
571.05889,125.04889,0,131.34889,314.66,0,0,0,0,"KS",2695,20063,0
479.00889,201.38889,0,170.96889,105.12,0,1.54,0,0,"KS",2597,20065,22.32889
665.35,201.3,0,187,244.59889,0,32.438889,32.438889,0,"KS",7829,20067,79.43889
593.24,340.49,0,162.5,90.078889,0,.17,0,0,"KS",6006,20069,23.80889
670.40889,94.628889,0,258.22,214.11,0,103.45,0,0,"KS",1247,20071,8.018888
495.43889,231.12889,0,211.68889,52.32,0,.3,0,0,"KS",6689,20073,115.1089
485.5,96.28,0,262.82889,126.39,0,0,0,0,"KS",2690,20075,41.25889
634.40889,271.62889,0,180.15,182.3,0,.33,0,0,"KS",6034,20077,18.39889
561.35,295.08889,3.58,144.15889,100.90889,0,17.62,15.31,0,"KS",34684,20079,17.21
541.82,293,0,127.10889,121.48,0,.23,0,0,"KS",4256,20081,163.77
668.58,91.34,0,387.26889,189.97889,0,0,0,0,"KS",1916,20083,129.4278
423.33889,130.21889,0,184.74,93.67,0,14.71,0,0,"KS",13462,20085,51.47889
396.83889,144.83,0,156.22889,95.628889,0,.16,0,0,"KS",19126,20087,38.74889
593.11,198.9,0,332.13889,62.07,0,0,0,0,"KS",3077,20089,0
545.2,183.21,1.1788889,130.59889,187.68,2.77,39.77,9.13,4.8088889,"KS",544179,20091,54.32
713.6,174.25,0,246.41889,292.93,0,0,0,0,"KS",3977,20093,0
631.08,104.73,0,259.1,267.24,0,0,0,0,"KS",7858,20095,70.37
817.47,390.51889,0,365.06,61.5,0,.39,0,0,"KS",2553,20097,86.16778
503.25889,221.21889,5.69,218.12,46.28,0,11.938889,11.848889,0,"KS",21607,20099,137.9578
900.57,129.13889,0,590.28889,181.13889,0,0,0,0,"KS",1750,20101,86.29
325.55,104.32889,7.5988889,66.828889,122.28,0,24.518889,15.278889,4.04,"KS",76227,20103,29.92778
580.67889,411.29,0,105.82889,62.938889,0,.62,0,0,"KS",3241,20105,16.03889
290.18,151.19889,0,85.75,39.35,0,13.88,13.88,0,"KS",9656,20107,33.86
829.46,393.31889,0,226.78,209.36,0,0,0,0,"KS",2756,20109,0
440.55,151.31889,7.2988889,156.78,99.26,0,25.878889,16.268889,9.14,"KS",33690,20111,33.3
623.58,325.45889,0,267,30.84,0,.27,0,0,"KS",29180,20113,41.53
556.71,380.17,0,160.81889,12.64,2.7588889,.32,0,0,"KS",12660,20115,41.23889
636.95,173.96,0,247.31,204.8,0,10.868889,10.768889,0,"KS",10117,20117,1.98
728.30889,310.37889,0,235.62889,182.3,0,0,0,0,"KS",4575,20119,71.90889
490.76889,164.03,1.07,115.9,178.41889,0,31.35,25.218889,0,"KS",32787,20121,46.84889
792.09,272.70889,0,203.99,315.38889,0,0,0,0,"KS",6373,20123,8.938889
539.71,284.25889,12.15,138.25,81.76,0,23.288889,18.718889,0,"KS",35471,20125,102.48
577.58,160.21889,0,265.41,151.94889,0,0,0,0,"KS",5923,20127,36.64
508.81889,198.88889,0,127.43889,134.24,0,48.25,0,0,"KS",3233,20129,73.31
759.27889,190.31,12.278889,147.28,409.31,0,.1,0,0,"KS",10178,20131,0
570.42889,181.68889,18.71,210.44889,151.40889,0,8.1788889,0,0,"KS",16512,20133,69.15889
951.39889,89.48,0,439.97,421.94889,0,0,0,0,"KS",3107,20135,118.4389
578.2,326.39889,0,142.3,108.79889,0,.71,0,0,"KS",5671,20137,13.05
412.69889,157.9,0,195.58,58.788889,0,.43,0,0,"KS",16295,20139,55.16889
589.94,229.12889,0,265.42,95.39,0,0,0,0,"KS",3858,20141,30.32889
405.01889,102.45,0,229.68,72.73,0,.16,0,0,"KS",6091,20143,45.81
547.11,145.12889,17.07,216.97889,167.5,0,.43,0,0,"KS",6973,20145,51.61778
739.27889,270.82889,0,346.14889,76.75,0,45.548889,45.548889,0,"KS",5642,20147,28.71
346.05,92.068889,0,123.31,130.58,0,.08888889,0,0,"KS",21604,20149,31.06
548.99,157.83,0,202.46,171.4,0,17.288889,17.19,0,"KS",9656,20151,84.41
633.58,189.36,0,197.3,246.91889,0,0,0,0,"KS",2519,20153,0
529.12889,254.34,9.56,141.16889,108.51,0,15.55,11.9,0,"KS",64511,20155,55.88889
637.95,133.12889,0,417.06889,87.75,0,0,0,0,"KS",4980,20157,25.90778
588.80889,133.28889,24.3,321.73,109.09,0,.4,0,0,"KS",10083,20159,61.79
350.62889,128.58,4.23,105.76889,83.858889,.35,27.828889,18.448889,4.33,"KS",71115,20161,29.98889
687.71,265.38889,0,186.84,235.28,0,.19,0,0,"KS",5181,20163,78.55889
764.74,72.568889,0,335.94889,356.20889,0,0,0,0,"KS",3307,20165,0
606.6,49.5,0,409.47,147.49,0,.14,0,0,"KS",6970,20167,17.79
494.77889,145.44889,13.38,176.46889,131.37,1.3988889,26.71,16.28,5.54,"KS",55606,20169,36.05889
868.91889,164.90889,0,508.50889,155.38889,0,40.108889,39.908889,0,"KS",4936,20171,217.99
510.51889,209.52,22.698889,98.718889,149.68889,2.73,27.148889,13.538889,2.47,"KS",498365,20173,83.90889
459.25889,153.00889,8.7588889,45.31,228.56,0,23.608889,16.6,0,"KS",22952,20175,26.39889
474.81,157.58,36.718889,115.68889,142.08,.42,22.32,16.92,.84,"KS",177934,20177,59.30667
750.38889,177.22889,0,251.56,321.20889,0,.39,0,0,"KS",2556,20179,121.28
524.96,178.69889,0,241.25889,104.98889,0,0,0,0,"KS",6010,20181,18.8
778.09,302.36,0,436.54,39.188889,0,0,0,0,"KS",3853,20183,0
568.17889,188.41889,0,305.83889,73.7,0,.23,0,0,"KS",4437,20185,125.7589
642.50889,165.55,0,273.82889,203.12889,0,0,0,0,"KS",2235,20187,23.26889
633.12,335.43,0,96.26,180.63889,0,20.788889,20.788889,0,"KS",5724,20189,78.61889
614.99,154.61,7.75,251.65889,186.46889,0,14.5,14.13,0,"KS",24132,20191,118.6278
529.75,130.88889,0,205.18889,176.46,0,17.218889,16.96,0,"KS",7900,20193,18.73778
640.45,136.62,0,286.89889,215.93,0,1,0,0,"KS",3001,20195,7
368.5,166.87889,0,119.51889,82.09,0,0,0,0,"KS",7053,20197,15.03
672.04889,184.50889,0,331.31,156.22889,0,0,0,0,"KS",1485,20199,44.43889
844.62889,411.8,0,210.72889,221.93,0,.17,0,0,"KS",5799,20201,23.96889
645.92889,116.37889,0,224.71,304.82889,0,0,0,0,"KS",2234,20203,42.96889
501.43,234.56,0,181.84889,85.018889,0,0,0,0,"KS",9409,20205,42.19
520.39889,173.46889,0,226.05,120.87889,0,0,0,0,"KS",3309,20207,123
490.44889,156.00889,99.488889,53.5,157.53,1.5,22.42,13.66,3.91,"KS",157505,20209,98.91778
355.43889,240.03,0,107.79,7.5,0,.10888889,0,0,"KY",18656,21001,80.03
311.32889,230.61,6.16,69.298889,5.11,0,.15,0,0,"KY",19956,21003,166.62
598.79889,442.13889,28.94,87.81,39.678889,0,.23,0,0,"KY",21421,21005,317.35
822.88889,708.09,0,93.59,21.21,0,0,0,0,"KY",8249,21007,578.25
476.62889,373.25,7.28,70.31,16.69,0,9.1088889,9.06,0,"KY",42173,21009,270.6689
428.77889,272.44889,0,95.158889,2.85,0,58.32,58.148889,0,"KY",11591,21011,40.11889
733.37,623.77889,4.15,92.4,12.97,0,.07,0,0,"KY",28691,21013,604.0589
499.24,289.16,0,39.34,164.12889,.02888889,6.5888889,0,6.45,"KY",118811,21015,179.18
555.91889,296.81889,27.518889,165.02,44.678889,0,21.87,21.82,0,"KY",19985,21017,186.69
585.6,429.50889,2.42,114.25,39.358889,0,.05888889,0,0,"KY",49542,21019,309.37
835.99,624.72,44.07,105.23,50.608889,0,11.358889,0,10.83,"KY",28432,21021,527.7889
527.69,340.48,0,98.26,88.95,0,0,0,0,"KY",8488,21023,141.9678
147.63889,112.62,0,32.28,2.52,0,.22,0,0,"KY",13878,21025,30.19
525.35,310.08889,0,84.5,130.71,0,.05,0,0,"KY",20059,21027,230.7189
332.44889,258.87,0,28.57,41.09,0,3.92,3.85,0,"KY",74319,21029,202.1589
689.44,650.50889,0,13.32,7.49,0,18.12,18.12,0,"KY",12690,21031,539.72
909.97,787.2,9.24,80.25,9.55,0,23.718889,23.718889,0,"KY",12984,21033,725.35
592.01889,444.6,7.7988889,104.32889,23.178889,0,12.13,11.83,0,"KY",37191,21035,313.9189
491.95889,151.68889,0,68.98,271.20889,0,.08888889,0,0,"KY",90336,21037,112.8289
543.29889,387.74,35.46,80.128889,39.968889,0,0,0,0,"KY",5104,21039,391.26
476.26889,330.68,0,83.43,50.868889,0,11.278889,11.098889,0,"KY",10811,21041,248.27
266.12889,226.15,6.5988889,24.03,3.68,0,5.66,5.5888889,0,"KY",27720,21043,115.9467
459.92,342.83889,0,97.4,19.55,0,.13,0,0,"KY",15955,21045,257.54
536.45,373.83889,30.8,79.28,43.718889,0,8.82,8.3388889,0,"KY",73955,21047,331.6889
522.59,362.56,22.268889,102.68889,20.5,0,14.57,14.24,0,"KY",35613,21049,221.6889
442.88889,410.49,5.48,23.75,3.18,0,0,0,0,"KY",21730,21051,302.67
489.87889,349.49,0,134.05,6.33,0,0,0,0,"KY",10272,21053,236.3689
647.24,557.49,0,64.2,25.55,0,0,0,0,"KY",9315,21055,439.61
415.68889,215.71889,17.5,172.99,9.48,0,0,0,0,"KY",6856,21057,57.90889
698.86,417.3,2.3988889,78.17,190.91889,0,10.06,5.7588889,3.1888889,"KY",96656,21059,315.6889
148.00889,142.83,0,0,5.1788889,0,0,0,0,"KY",12161,21061,116.3589
51.32,20.12,0,31.198889,0,0,0,0,0,"KY",7852,21063,20.12
435.93,369.62,0,61.14,4.98,0,.2,0,0,"KY",14672,21065,235.4789
522.17889,283.72,24.608889,105.29,87.5,2.64,18.428889,7.4688889,1.8,"KY",295803,21067,160.1067
361.1,230.9,0,119.04,11.15,0,0,0,0,"KY",14348,21069,73.93889
315.66,225.87889,0,66.26,5.7988889,0,17.718889,9.91,7.8088889,"KY",39451,21071,167.6789
572.34,393.81,8.7688889,117.34,38.77,0,13.66,10.428889,2.43,"KY",49285,21073,301.43
904.45,591.80889,69.568889,150.44889,32.728889,0,59.89,59.89,0,"KY",6813,21075,523.1189
447.19889,344.62889,0,58.56,44.008889,0,0,0,0,"KY",8589,21077,308.6489
521.58,455.42,0,57.53,7.75,0,.89,0,0,"KY",16912,21079,367.73
532.67889,459.29,0,42.78,23.32,0,7.2988889,7.2988889,0,"KY",24662,21081,355.49
758.36,607.27889,18.26,64.73,59.158889,0,8.92,4.71,0,"KY",37121,21083,481.15
413.93,298.8,0,30.57,81.568889,0,2.99,2.87,0,"KY",25746,21085,207.06
870.13889,742.40889,0,122.21889,5.5088889,0,0,0,0,"KY",11258,21087,666.2789
418.56,319.8,13.088889,64.158889,1.1588889,0,20.35,20.288889,0,"KY",36910,21089,149.7178
979.33,773.85,0,119.90889,85.578889,0,0,0,0,"KY",8565,21091,754.23
476.43,345.86,4.16,47.31,66.188889,0,12.91,12.698889,0,"KY",105543,21093,246.4567
512.39889,415.06,33.06,52.048889,7.07,0,5.16,5.12,0,"KY",29278,21095,315.7267
551.62889,359.38889,12.31,142.78889,37.14,0,0,0,0,"KY",18846,21097,148.7289
505.07889,423.64889,0,70.17,11.258889,0,0,0,0,"KY",18199,21099,281.2789
575.85,374.72,5.28,95.87,92.708889,0,7.2588889,7.2,0,"KY",46250,21101,333.36
538.73,367.35,54.548889,103.45889,13.358889,0,0,0,0,"KY",15416,21103,383.0989
1065.48,876.58,36.52,114.04,37.328889,0,1.02,0,0,"KY",4902,21105,799.8789
579.69,437.75,19.198889,93.5,16.82,0,12.428889,12.428889,0,"KY",46920,21107,319.25
264.12,236.62,0,21.488889,3.56,0,2.45,2.45,0,"KY",13494,21109,202.9
547.57,243.08,47.64,65.578889,162.75889,1.59,26.92,6.3788889,8.55,"KY",741096,21111,188.0167
287.55,158.05,12.88,73.128889,16.878889,2.47,24.14,24.058889,0,"KY",48586,21113,88.04889
280.13889,213.09,0,39.6,13.92,0,13.528889,13.4,0,"KY",23356,21115,147.2889
485.44889,143.22889,3.74,55.75,266.08889,0,16.64,15.16,1.25,"KY",159720,21117,72.92889
218.77,203.84,0,14.868889,0,0,.05888889,0,0,"KY",16346,21119,176.8
533.00889,480.94889,3.86,26.94,21.268889,0,0,0,0,"KY",31883,21121,454.5689
560.41889,474.87889,8.5988889,50.868889,26.07,0,0,0,0,"KY",14193,21123,386.5289
435.91,390.19889,4.9288889,26.828889,8.6988889,0,5.25,0,5.23,"KY",58849,21125,319.9689
305.74,245.4,0,54.85,5.42,0,.05888889,0,0,"KY",15860,21127,200.8189
281.48,217.31889,0,31.44,14.71,0,18,17.75,0,"KY",7887,21129,66.31
307.77889,240.84889,0,66.93,0,0,0,0,0,"KY",11310,21131,128.12
252.33,212.49,0,37.89,1.96,0,0,0,0,"KY",24519,21133,168.08
279.51889,217.59,0,59.048889,2.88,0,0,0,0,"KY",13870,21135,57.31889
606.29889,531.44,14.948889,55.688889,4,0,.2,0,0,"KY",24742,21137,428.62
586.83,474.73,18.698889,82.68,10.608889,0,.10888889,0,0,"KY",9519,21139,451.9389
668.15889,548.15889,19.75,73.56,18.628889,0,8.05,8.0088889,0,"KY",26835,21141,437.86
645.17889,506.25,0,125.20889,13.588889,0,.12,0,0,"KY",8314,21143,480.1489
732.04889,546.74,14.278889,93.128889,65.708889,0,12.198889,10.868889,0,"KY",65565,21145,402.8778
216.81,179.56,0,21.358889,2.29,0,13.598889,13.55,0,"KY",18306,21147,164.86
684.19,504.98,0,153.5,25.71,0,0,0,0,"KY",9531,21149,429.4389
387.70889,289.93889,2.18,55.428889,24.178889,0,15.97,10.89,3.71,"KY",82916,21151,201.0489
252.22889,231.22889,0,18.678889,2.33,0,0,0,0,"KY",13333,21153,136.05
632.28889,232.13889,8.22,49.85,328.50889,0,13.57,13.57,0,"KY",19820,21155,201.6589
588.90889,469.25,0,94.7,24.898889,0,.05888889,0,0,"KY",31448,21157,356.72
222.06,193.97889,13.84,13.23,1.01,0,0,0,0,"KY",12929,21159,131.9478
595.94,273.87,10.58,218.52,68.608889,0,24.358889,24.238889,0,"KY",17490,21161,169.01
591.36,369.41,0,43.49,147.78889,0,30.66,30.588889,0,"KY",28602,21163,336.8989
117.67,112.26889,0,5.3888889,0,0,0,0,0,"KY",6306,21165,40.6
786.87889,635.17889,8.5288889,79.84,39.75,0,23.578889,23.578889,0,"KY",21331,21167,467.6289
697.88889,574.01889,0,77.328889,7.92,0,38.618889,38.52,0,"KY",10099,21169,448.9589
512.82,433.18,0,47.608889,5.84,0,26.178889,26.178889,0,"KY",10963,21171,241.6289
350.05,259.22,4.6788889,75.06,11.06,0,.04,0,0,"KY",26499,21173,118.9789
213.16889,186.74,0,22.62,3.73,0,.07,0,0,"KY",13923,21175,76.06
714.59,623.66889,14.32,61.02,7.78,0,7.8088889,7.78,0,"KY",31499,21177,569.2589
543.61,239.90889,12.98,54.95,230.37889,0,5.3888889,5.36,0,"KY",43437,21179,188.34
384.3,225.78889,0,147.43889,10.928889,0,.14,0,0,"KY",7135,21181,96.70889
605.57,534.38889,0,43.7,22.23,0,5.24,5.24,0,"KY",23842,21183,436.5789
462.1,203.36,0,113.18889,123.75,0,21.8,21.538889,0,"KY",60316,21185,172.6889
568.02889,503.92,0,45.658889,18.448889,0,0,0,0,"KY",10841,21187,438.98
332.49,197.47889,0,127.23,7.78,0,0,0,0,"KY",4755,21189,142.8
